kHz:75;Time(UTC):93;Days:59;ITU:49;Station:201;Lng:49;Target:62;Remarks:135;P:35;Start:60;Stop:60;
7906;1035-1041;;VTN;Qui Phong Radio;VN;SEA;qp;1;;[0318]
7906;2235-2245;;VTN;Qui Phong Radio;VN;SEA;qp;1;;[1214]
7906;0020-0030;;VTN;Vung Tau Radio;VN;SEA;vt;1;;
7906;1220-1225;;VTN;Vung Tau Radio;VN;SEA;vt;1;;[0318]
7906;0000-2400;;CHN;China Military ALE;;FE;;1;;[1119]
7907;2000-2021;;RUS;RBW Murmansk Meteo Fax;;NEu;mm;1;;
7907.5;0000-2400;;ALG;Algerian Military ALE;;ALG;;1;;[0919]
7910;0000-2400;;KGZ;Kyrgyz Military ALE;;KGZ;;1;;
7915;0000-2400;;CHL;Gendarmeria Chile ALE;;CHL;;1;;
7920.3;0000-2400;;G;UK MoD DHFCS STANAG;;ME;/CYP-a;1;;
7922;0000-2400;;ALG;Algerian Military ALE;;ALG;;1;;[1219]
7928;1700-1710;Tu;RUS;F06 Russian Spy Numbers;-TY;RUS;m;1;0112;3112
7932;0000-2400;;USA;American Red Cross ALE;;USA;;1;;
7932;0000-2400;;USA;Illinois Emergency ALE;;CNA;;1;;
7933;0430-0440;Th;RUS;E07a Russian Spy Numbers;E;RUS;m;1;0105;3108
7935;0000-2400;;USA;American Red Cross ALE;;USA;;1;;
7935;0000-2400;;USA;Illinois Emergency ALE;;CNA;;1;;
7937;0000-2400;;G;UK DHFCS STANAG;;WEu;ic;1;;
7939;0000-2400;;S;Swedish Military ALE;;S;;1;;[1119]
7940;0000-2400;;KGZ;Kyrgyz Military ALE;;KGZ;;1;;
7940;0000-2400;;MTN;Mauritania Military ALE;;MTN;;1;;
7946;2340-2350;Mo,Th;RUS;M12 Spy Numbers;-CW;RUS;m;1;0111;3011
7954;0000-2400;;TUN;Tunisian Police ALE;;TUN;;1;;[0120]
7959;2240-2250;Fr,Sa;RUS;M12 Spy Numbers;-CW;RUS;m;1;0111;3011
7961;2100-2110;Fr,Sa;RUS;M12 Spy Numbers;-CW;RUS;m;1;0109;3009
7961;0000-2400;;ISR;Israeli Air Force ALE;;ME;;1;;
7963;1350-1400;Th;RUS;F06 Russian Spy Numbers;-TY;RUS;or;1;0112;3112[1219]
7964;2010-2020;Tu,Su;RUS;XPB Russian Spy Numbers;-TY;RUS;m;1;0102;2802
7970;0000-2400;;KGZ;Kyrgyz Military ALE;;KGZ;;1;;
7980;0000-2400;;F;French Navy ALE;;F;;1;;[1119]
7984;0230-0240;Mo,We;POL;E11 Polish Spy Numbers;E;;p;1;0103;3004
7984;0230-0240;Mo,We;POL;E11 Polish Spy Numbers;E;;p;1;0109;3110[0918]
7984;1045-1055;Mo,We;POL;E11 Polish Spy Numbers;E;;p;1;0111;2802[0120]
7984;1730-1740;We,Sa;POL;E11 Polish Spy Numbers;E;;p;1;0105;3108[0819]
7984;0950-0955;Mo,We;POL;F03j Polish Spy Numbers;-TY;;p;1;0103;3004
7984;0950-0955;Mo,We;POL;F03j Polish Spy Numbers;-TY;;p;1;0109;3110
7984;1120-1125;We,Su;POL;P03 Polish Spy Numbers;-TY;;p;1;0103;3004
7984;1120-1125;We,Su;POL;P03 Polish Spy Numbers;-TY;;p;1;0109;3110
7988.5;0000-2400;;LTU;Lithuanian Navy ALE;;LTU;;1;;
7991;0000-2400;;USA;American Red Cross ALE;;USA;;1;;
7993.5;0000-2400;;TUR;Turk.AFAD Emergency ALE;;TUR;;1;;[1219]
7995;2300-2400;23Dec;ATA;Christmas Carols;E;ATA;;1;0112;2412
8001;0000-2400;;NIG;Nigerian Police ALE;;NIG;;1;;
8005;0000-2400;;G;UK MoD DHFCS STANAG;;NAO;ic;1;;[0120]
8006;0000-2400;;J;JG2XA Propag.Studies;;FE;f;1;;[0321]
8010;0000-2400;;CLM;Colombian Navy ALE;;CLM;;1;;
8014;2140-2150;Fr,Sa;RUS;M12 Spy Numbers;-CW;RUS;m;1;0108;3108
8014;0000-2400;;TUN;Tunisian Police ALE;;TUN;;1;;[0120]
8015;0050-0100;Tu;RUS;F06 Russian Spy Numbers;-TY;RUS;m;1;0101;3101
8016;1035-1045;Mo-Fr;RUS;F01 Russian Spy Numbers;-TY;EEu;or;1;0112;3112[1219]
8016;0000-2400;;HRV;Croatian NRPD ALE;;HRV;;1;;
8020;0000-2400;;I;Italian Air Force ALE;;SEu;;1;;
8023;1440-1450;Sa;RUS;E07 Russian Spy Numbers;E;RUS;m;1;0101;3101
8023;1440-1450;Sa;RUS;E07 Russian Spy Numbers;E;RUS;m;1;0111;3011
8023;1220-1230;Mo-Th;RUS;F06 Russian Spy Numbers;-TY;RUS;or;1;0101;3101
8023;2250-2300;We,Sa;RUS;M12 Spy Numbers;-CW;RUS;m;1;0106;3006
8024;1035-1045;Mo-Fr;RUS;F01 Russian Spy Numbers;-TY;EEu;or;1;0111;3011
8025;0000-2400;;E;Guardia Civil ALE;;E;;1;;
8026;1220-1230;Mo-Th;RUS;F06 Russian Spy Numbers;-TY;RUS;or;1;0103;3103
8029;0000-2400;;RUS;Channel Marker G;-CW;FE;xx;1;0103;3004
8029;0000-2400;;RUS;Channel Marker W;-CW;EEu;xx;1;0103;3004[0417]
8029;0000-2400;;RUS;Russian Air Force;-CW;RUS;xx;1;0103;3004
8033;0000-2400;;RUS;Russian Air Force;R;RUS;m;1;0109;3110
8033;0000-2400;;RUS;Russian Air Force;R;RUS;st;1;0109;3110
8037;0050-0100;Tu,Fr;RUS;M12 Spy Numbers;-CW;RUS;m;1;0110;3110
8038;0800-0810;Th;RUS;F06 Russian Spy Numbers;-TY;As;c;1;0101;3101[0120]
8042;0000-2400;;CHL;Chile Navy ALE;;CHL;;1;;
8042;0000-2400;;CHN;Chinese Navy ALE;;CHN;;1;;
8045;0000-2400;;CHN;Chinese Military ALE;;CHN;;1;;
8045;0000-2400;;USA;US National Guard ALE;;USA;;1;;
8052;2230-2240;We,Sa;RUS;M12 Spy Numbers;-CW;RUS;m;1;0108;3108
8053;0000-2400;;USA;Bonneville PowerAdm.ALE;;WNA;;1;;[0120]
8055;0000-2400;;MTN;Mauritania Military ALE;;MTN;;1;;
8056;1740-1750;We,Su;RUS;E07 Russian Spy Numbers;E;RUS;m;1;0110;3110
8056;2130-2140;irr;RUS;S06 Russian Spy Numbers;R;RUS;m;1;0109;3009[0918]
8056.5;0000-2400;;TUR;Turk.AFAD Emergency ALE;;TUR;;1;;
8056.9;0000-2400;;USA;CruiseEmail;-CW;Car;wg;1;;
8057;0040-0050;Tu;RUS;F06 Russian Spy Numbers;-TY;RUS;m;1;0102;2802
8057;0830-0840;Mo;UKR;S06s Spy Numbers;R;FE;rv;1;0111;2802[0219]
8057;0000-2400;;AGL;Angolan Police ALE;;AGL;;1;;
8058;2000-2010;Tu,Su;RUS;XPB Russian Spy Numbers;-TY;RUS;m;1;0112;3112[1219]
8058;0000-2400;;CHN;Chinese Military ALE;;CHN;;1;;
8058.6;0000-2400;;USA;US Embassies ALE;;Glo;;1;;[1219]
8060;0000-2400;;ALG;Algerian Military ALE;;ALG;;1;;[1119]
8060;0000-2400;;CLM;Colombian Navy ALE;;CLM;;1;;
8061;0000-2400;;G;UK MoD DHFCS STANAG;;ME;/CYP-a;1;;
8062;2320-2330;Mo,Th;RUS;M12 Spy Numbers;-CW;RUS;m;1;0102;2802
8063;0000-2400;;CLM;Colombian Navy ALE;;CLM;;1;;
8063;0000-2400;;ISR;Israeli Air Force ALE;;ME;;1;;
8064;2000-2010;Tu,Su;RUS;XPB Russian Spy Numbers;-TY;RUS;m;1;0102;2802
8065;1640-1650;Tu,Th;RUS;XPA2 Russian Spy Numbers;-TY;RUS;m;1;0101;3101
8065;0000-2400;;USA;Missouri Nat.Guard ALE;;CNA;;1;;
8067;0150-0200;Th,Su;RUS;M12 Spy Numbers;-CW;RUS;m;1;0103;3103
8068;0720-0730;Mo-Fr;RUS;F06 Russian Spy Numbers;-TY;RUS;or;1;0101;3101[0120]
8072;0000-2400;;I;Guardia di Finanza ALE;;I;;1;;
8074;0050-0100;Tu,Fr;RUS;M12 Spy Numbers;-CW;RUS;m;1;0111;3011
8075;0050-0100;Tu,Fr;RUS;M12 Spy Numbers;-CW;RUS;m;1;0107;3107
8076;1025-1035;Mo-Fr;RUS;F01 Russian Spy Numbers;-TY;EEu;or;1;0104;3004
8076;1220-1230;Mo-Th;RUS;F06 Russian Spy Numbers;-TY;RUS;or;1;0108;3108
8078;0900-1100;;RUS;REA4 AirForce Meteo x40;-CW;NAs;xx;1;0109;3110
8078;2100-2300;;RUS;REA4 AirForce Meteo x40;-CW;NAs;xx;1;0109;3110
8079;1035-1045;Mo-Fr;RUS;F01 Russian Spy Numbers;-TY;EEu;or;1;0102;2802
8080;0000-2400;;ALG;Algerian Military ALE;;ALG;;1;;[1219]
8083;2250-2300;We,Sa;RUS;M12 Spy Numbers;-CW;RUS;m;1;0105;3105
8083;0000-2400;;GEO;Georgia Borderguard ALE;;GEO;;1;;[0120]
8084;1220-1230;Mo-Th;RUS;F06 Russian Spy Numbers;-TY;RUS;or;1;0104;3004
8084;2030-2040;We,Fr;RUS;M12 Spy Numbers;-CW;RUS;m;1;0110;3110
8084;2230-2240;We,Sa;RUS;M12 Spy Numbers;-CW;RUS;m;1;0107;3107
8085.5;0000-2400;;HOL;Dutch Military ALE;;HOL;;1;;
8088;1730-1740;Th;POL;E11 Polish Spy Numbers;E;;p;1;0105;3108[0719]
8090;0000-2400;;RUS;Russian Air Force;R;RUS;m;1;0103;3004
8090;0000-2400;;RUS;Russian Air Force;R;RUS;st;1;0103;3004
8092;0000-2400;;TUR;Turk.AFAD Emergency ALE;;TUR;;1;;[1219]
8093;0000-2400;;BIO;US Navy RTTY/STANAG;;SAs;;1;;
8093;0720-0730;Mo-Fr;RUS;F06 Russian Spy Numbers;-TY;RUS;or;1;0103;3103
8094;1950-2000;1WeFr;RUS;F01 Russian Spy Numbers;-TY;RUS;m;1;0103;3103
8094;2140-2150;Fr,Sa;RUS;M12 Spy Numbers;-CW;RUS;m;1;0110;3110
8096;0000-2400;;CHL;Chile Navy ALE;;CHL;;1;;
8102;0705-0715;SaSu;POL;E11 Polish Spy Numbers;E;;p;1;0103;3004[0418]
8102;0705-0715;SaSu;POL;E11 Polish Spy Numbers;E;;p;1;0109;3110[0919]
8104;1215-1230;;USA;SSCA Radio Service Net;E;NAO;dv;1;;
8104;1215-1230;;USA;SSCA Radio Service Net;E;NAO;ej;1;;
8104;1215-1230;;USA;SSCA Radio Service Net;E;NAO;LL;1;;
8104;1215-1230;;USA;SSCA Radio Service Net;E;NAO;pg;1;;
8105;0845-1100;;GRC;SWA18 Athens Meteo Fax;;SEE;o;1;;[0217]
8107;0410-0420;Mo;RUS;F06 Russian Spy Numbers;-TY;RUS;m;1;0107;3107
8107;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;ic;1;;[0120]
8111.2;0000-2400;;D;DHJ58 Marine STANAG;;Eu;gl;1;;[0617]
8112;0000-2400;;RUS;Channel Marker G;-CW;FE;xx;1;0111;2802
8112;0000-2400;;RUS;Channel Marker W;-CW;EEu;xx;1;0111;2802[0217]
8112;0000-2400;;RUS;Russian Air Force;-CW;RUS;xx;1;0111;2802
8112;1900-1910;1WeFr;RUS;F01 Russian Spy Numbers;-TY;RUS;m;1;0104;3004
8113;0000-2400;;AUS;VMW Wiluna WA;E;AUS;w;1;;[1019]
8113;0720-0730;Mo-Fr;RUS;F06 Russian Spy Numbers;-TY;RUS;or;1;0110;3110
8116;0420-0430;Mo;RUS;F06 Russian Spy Numbers;-TY;RUS;m;1;0106;3006
8117;1620-1630;Mo,Sa;RUS;XPA2 Russian Spy Numbers;-TY;RUS;m;1;0101;3101
8117;0000-2400;;TWN;Central Weather Bureau;M;FE;q;1;;[0220]
8118;2040-2050;Mo,Th;RUS;M12 Spy Numbers;-CW;RUS;m;1;0110;3110
8120;0000-2400;;CHN;BAF Beijing Meteo Fax;;FE;bm;1;;
8120;0000-2400;;CHN;Chinese Military ALE;;CHN;;1;;
8122;0550-0600;Th;RUS;E07a Russian Spy Numbers;E;RUS;m;1;0103;3103
8123;1640-1650;Tu,Th;RUS;XPA2 Russian Spy Numbers;-TY;RUS;m;1;0111;3011
8123;1910-1920;Tu,Su;RUS;XPB Russian Spy Numbers;-TY;RUS;m;1;0110;3110
8123.2;0000-2400;;I;IDN Ital.Navy STANAG;;SEu;sr;1;;[0219]
8124;1550-1600;Fr;RUS;E07a Russian Spy Numbers;E;RUS;m;1;0110;3110
8125;0000-2400;;CHL;Chile Navy ALE;;CHL;;1;;
8125;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;ic;1;;[1219]
8125;0000-2400;;USA;Fed.Aviation Admin. ALE;;USA;;1;;
8126;1450-1500;Th,Sa;RUS;E07 Russian Spy Numbers;E;RUS;m;1;0112;3112[1219]
8126;0410-0420;Mo;RUS;F06 Russian Spy Numbers;-TY;RUS;m;1;0108;3108
8126;2200-2210;Fr,Sa;RUS;M12 Spy Numbers;-CW;RUS;m;1;0103;3103
8126;1600-1610;Mo,Sa;RUS;XPA2 Russian Spy Numbers;-TY;RUS;m;1;0111;3011
8129;1220-1230;Mo-Th;RUS;F06 Russian Spy Numbers;-TY;RUS;or;1;0105;3105
8130;0000-2400;;SVK;Slovak Military ALE;;SVK;;1;;
8131;0000-2400;;RUS;Russian Air Force;R;RUS;m;1;0111;2802
8131;0000-2400;;RUS;Russian Air Force;R;RUS;st;1;0111;2802
8131;1140-1150;Tu,Fr;RUS;XPA2 Russian Spy Numbers;-TY;RUS;m;1;0101;3101
8132;0110-0120;Tu,Fr;RUS;M12 Spy Numbers;-CW;RUS;m;1;0112;3112
8132;0000-2400;;D;German Fed.Police ALE;;D;;1;;[1119]
8134;2320-2330;Mo,Th;RUS;M12 Spy Numbers;-CW;RUS;m;1;0112;3112
8136;2250-2300;We,Sa;RUS;M12 Spy Numbers;-CW;RUS;m;1;0110;3110
8136;0000-2400;;USA;US National Guard ALE;;USA;;1;;[0120]
8137;1100-1130;;USA;WCY Marine Weather Ctr;E;Car;LL;2;;
8137;1130-1200;;USA;WCY Marine Weather Ctr;E;BAH;LL;2;;
8137;1230-1300;;USA;WCY Marine Weather Ctr;E;ENA;LL;2;;
8137;1230-1300;;USA;WCY Marine Weather Ctr;E;Car;LL;5;;[0819]
8137;1300-1330;;USA;WCY Marine Weather Ctr;E;CAm;LL;5;;[0918]
8137;1330-1400;;USA;WCY Marine Weather Ctr;E;CAm;LL;4;;
8138;1610-1620;Fr;RUS;E07a Russian Spy Numbers;E;RUS;m;1;0111;3011
8138;1220-1230;Mo-Th;RUS;F06 Russian Spy Numbers;-TY;RUS;or;1;0107;3107
8139;1940-1950;Mo,We;RUS;E07 Russian Spy Numbers;E;RUS;m;1;0110;3110
8139;0420-0430;Mo;RUS;F06 Russian Spy Numbers;-TY;RUS;m;1;0105;3105
8139;1930-1940;Tu,Su;RUS;XPB Russian Spy Numbers;-TY;RUS;m;1;0109;3009
8140;0000-2400;;CHL;Chile Navy ALE;;CHL;;1;;
8142;0050-0100;Tu,Fr;RUS;M12 Spy Numbers;-CW;RUS;m;1;0109;3009
8143;1420-1430;Sa;RUS;E07 Russian Spy Numbers;E;RUS;m;1;0112;3112[1219]
8144;1800-1810;We,Su;RUS;E07 Russian Spy Numbers;E;RUS;m;1;0102;2802
8144;2000-2010;We;RUS;E07a Russian Spy Numbers;E;RUS;m;1;0104;3004
8144;2000-2010;We;RUS;E07a Russian Spy Numbers;E;RUS;m;1;0109;3110
8146;2130-2140;Mo,Th;RUS;M12 Spy Numbers;-CW;RUS;m;1;0109;3009
8147;1630-1640;Fr;RUS;E07a Russian Spy Numbers;E;RUS;m;1;0102;2802
8147;1950-2000;Tu,Su;RUS;XPB Russian Spy Numbers;-TY;RUS;m;1;0104;3004
8149.2;0000-2400;;I;IDR Ny Roma STANAG;;SEu;;1;;
8150;0000-2400;;TUR;Turk.AFAD Emergency ALE;;TUR;;1;;[1219]
8151;0000-2400;;CHN;Chinese Military ALE;;CHN;;1;;
8151;0000-2400;;E;Guardia Civil ALE;;E;;1;;
8151;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;ic;1;;[0919]
8152;2100-2115;;USA;SSCA DooDah TransAtlNet;E;NAO;dv;1;1004;1007
8152;2100-2115;;USA;SSCA DooDah TransAtlNet;E;NAO;dv;1;1010;3010
8152;2100-2115;;USA;SSCA DooDah TransAtlNet;E;NAO;ej;1;1004;1007
8152;2100-2115;;USA;SSCA DooDah TransAtlNet;E;NAO;ej;1;1010;3010
8152;2100-2115;;USA;SSCA DooDah TransAtlNet;E;NAO;LL;1;1004;1007
8152;2100-2115;;USA;SSCA DooDah TransAtlNet;E;NAO;LL;1;1010;3010
8152;2100-2115;;USA;SSCA DooDah TransAtlNet;E;NAO;pg;1;1004;1007
8152;2100-2115;;USA;SSCA DooDah TransAtlNet;E;NAO;pg;1;1010;3010
8152;2200-2215;;USA;SSCA DooDah TransAtlNet;E;NAO;dv;1;0111;2512
8152;2200-2215;;USA;SSCA DooDah TransAtlNet;E;NAO;ej;1;0111;2512
8152;2200-2215;;USA;SSCA DooDah TransAtlNet;E;NAO;LL;1;0111;2512
8152;2200-2215;;USA;SSCA DooDah TransAtlNet;E;NAO;pg;1;0111;2512
8153;1140-1150;Tu,Fr;RUS;XPA2 Russian Spy Numbers;-TY;RUS;m;1;0111;3011
8153.5;0000-2400;;HOL;Dutch Military ALE;;HOL;;1;;
8154;0050-0100;Tu,Fr;RUS;M12 Spy Numbers;-CW;RUS;m;1;0104;3004
8155;1940-1950;1WeFr;RUS;F01 Russian Spy Numbers;-TY;RUS;m;1;0102;2802
8156.2;0000-2400;;I;IDN Ital.Navy STANAG;;SEu;sr;1;;[0617]
8157;2000-2010;Mo,We;RUS;E07 Russian Spy Numbers;E;RUS;m;1;0102;2802
8157;0035-0045;Mo;RUS;F01 Russian Spy Numbers;-TY;Am;/CUB;1;0112;3112
8157;0135-0145;Mo;RUS;F01 Russian Spy Numbers;-TY;Am;/CUB;1;0112;3112
8159;1540-1550;Su;RUS;F06 Russian Spy Numbers;-TY;RUS;m;1;0111;3011
8160;0000-2400;;ALG;Algerian Military ALE;;ALG;;1;;[1219]
8161;0030-0040;Tu,Fr;RUS;M12 Spy Numbers;-CW;RUS;m;1;0105;3105
8161;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;in;1;;[1119]
8162;0000-2400;;RUS;Channel Marker G;-CW;FE;xx;1;0109;3110
8162;0000-2400;;RUS;Channel Marker W;-CW;EEu;xx;1;0109;3110[0914]
8162;0000-2400;;RUS;Russian Air Force;-CW;RUS;xx;1;0109;3110
8162;0000-2400;;HNG;Hungarian Military ALE;;HNG;;1;;
8163;0400-0410;Mo;RUS;F06 Russian Spy Numbers;-TY;RUS;m;1;0109;3009
8163;0110-0120;Tu,Fr;RUS;M12 Spy Numbers;-CW;RUS;m;1;0103;3103
8164;2110-2120;Mo,Th;RUS;M12 Spy Numbers;-CW;RUS;m;1;0110;3110
8164;2210-2220;Mo,Th;RUS;M12 Spy Numbers;-CW;RUS;m;1;0103;3103
8165;1120-1130;Tu,Fr;RUS;XPA2 Russian Spy Numbers;-TY;RUS;m;1;0112;3112
8167;1830-1840;Su;RUS;S06 Russian Spy Numbers;R;RUS;c;1;0105;3105[0518]
8167;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;in;1;;
8170;0000-2400;;G;UK MoD DHFCS STANAG;;ME;/CYP-a;1;;[0120]
8170;0000-2400;;RUS;Russian Air Force;-CW;RUS;xx;1;0103;3004
8170.2;0000-2400;;NOR;Norway Navy STANAG;;NEu;;1;;
8172;1940-1950;1WeFr;RUS;F01 Russian Spy Numbers;-TY;RUS;m;1;0111;3011
8172;2150-2200;Mo,Th;RUS;M12 Spy Numbers;-CW;RUS;m;1;0104;3004
8174;0500-0510;Mo;RUS;F06 Russian Spy Numbers;-TY;RUS;m;1;0111;3011
8174;1700-1710;Tu;RUS;F06 Russian Spy Numbers;-TY;RUS;m;1;0111;3011
8175;1350-1400;Th;RUS;F06 Russian Spy Numbers;-TY;RUS;or;1;0101;3101
8175;2120-2130;Fr,Sa;RUS;M12 Spy Numbers;-CW;RUS;m;1;0104;3004
8176;0357-0400;;AUS;Adelaide Radio;E;AUS;;1;;
8176;0757-0800;;AUS;Adelaide Radio;E;AUS;;1;;
8176;1257-1300;;AUS;Cairns Radio;E;AUS;;1;;
8176;2357-2400;;AUS;Cairns Radio;E;AUS;;1;;
8176;0157-0200;;AUS;Darwin Radio;E;AUS;;1;;
8176;0957-1000;;AUS;Darwin Radio;E;AUS;;1;;
8176;1157-1200;;AUS;Gladstone Radio;E;AUS;;1;;
8176;2257-2300;;AUS;Gladstone Radio;E;AUS;;1;;
8176;0257-0300;;AUS;Melbourne Radio;E;AUS;;1;;
8176;2157-2200;;AUS;Melbourne Radio;E;AUS;;1;;
8176;0657-0700;;AUS;Perth Radio;E;AUS;;1;;
8176;1057-1100;;AUS;Perth Radio;E;AUS;;1;;
8176;0457-0500;;AUS;Port Hedland Radio;E;AUS;;1;;
8176;0857-0900;;AUS;Port Hedland Radio;E;AUS;;1;;
8176;0057-0100;;AUS;Sydney Radio;E;AUS;;1;;
8176;1357-1400;;AUS;Sydney Radio;E;AUS;;1;;
8176;0800-2100;;AUS;VMC Charleville QL;E;AUS;c;1;;[0420]
8176;2100-0800;;AUS;VMC Charleville QL;E;AUS;c;1;;[0819]
8178;2240-2250;Fr,Sa;RUS;M12 Spy Numbers;-CW;RUS;m;1;0101;3101
8179;0130-0140;Th,Su;RUS;M12 Spy Numbers;-CW;RUS;m;1;0112;3112
8180;0700-0710;Tu,Fr;POL;E11 Polish Spy Numbers;E;;p;1;0103;3004
8180;0700-0710;Tu,Fr;POL;E11 Polish Spy Numbers;E;;p;1;0109;3110[1018]
8180;0900-0910;Mo,We;POL;E11 Polish Spy Numbers;E;;p;1;0103;3004
8180;0900-0910;Mo,We;POL;E11 Polish Spy Numbers;E;;p;1;0109;3110[0919]
8180;1000-1010;Tu,Fr;POL;E11 Polish Spy Numbers;E;;p;1;0105;3108[0719]
8180;0950-0955;Mo,We;POL;F03j Polish Spy Numbers;-TY;;p;1;0111;2802
8180;0000-2400;;TUN;Tunisian Police ALE;;TUN;;1;;[0120]
8182;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;in;1;;[1219]
8183;1550-1600;Fr;RUS;E07a Russian Spy Numbers;E;RUS;m;1;0109;3009
8183;0710-0720;Mo-Fr;RUS;F06 Russian Spy Numbers;-TY;RUS;or;1;0109;3009
8184;0050-0100;Tu,Fr;RUS;M12 Spy Numbers;-CW;RUS;m;1;0109;3009
8184;1600-1610;Tu,Th;RUS;XPA2 Russian Spy Numbers;-TY;RUS;m;1;0112;3112[1219]
8187;1025-1035;Mo-Fr;RUS;F01 Russian Spy Numbers;-TY;EEu;or;1;0103;3103
8187;1350-1400;Th;RUS;F06 Russian Spy Numbers;-TY;RUS;or;1;0111;3011
8188;0510-0520;Th;RUS;E07a Russian Spy Numbers;E;RUS;m;1;0104;3004
8188;0510-0520;Th;RUS;E07a Russian Spy Numbers;E;RUS;m;1;0109;3110
8189;0720-0730;Mo-Fr;RUS;F06 Russian Spy Numbers;-TY;RUS;or;1;0104;3004
8190;0000-2400;;I;Guardia di Finanza ALE;;I;;1;;[1219]
8191;1220-1230;Mo-Th;RUS;F06 Russian Spy Numbers;-TY;RUS;or;1;0106;3006
8191;1900-1910;Fr;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;0109;3009[0919]
8195;0000-2400;;ROU;Romanian Police ALE;;ROU;;1;;[1019]
8202;0000-2400;;CHN;Chinese Navy ALE;;CHN;;1;;
8221;0830-0840;Mo;UKR;S06s Spy Numbers;R;FE;rv;1;0105;3108[0817]
8234;0000-2400;;ISR;Israeli Air Force ALE;;ME;;1;;
8250;0000-2400;;CLM;Colombian Navy ALE;;CLM;;1;;
8260;0810-0820;1.Sa;UKR;S06s Spy Numbers;R;UKR;rv;1;0111;2802
8265.1;0000-2400;;USA;CruiseEmail;-CW;NAm;/CAN-fg;1;;
8270;0840-0850;Mo;UKR;S06s Spy Numbers;R;UKR;rv;1;0103;3004[0420]
8270;0840-0850;Mo;UKR;S06s Spy Numbers;R;UKR;rv;1;0109;3110[1019]
8275;0000-2400;;GEO;Georgia Coast Guard ALE;;GEO;;1;;[1019]
8276;0000-2400;;F;French Navy ALE;;F;;1;;
8291;0000-2400;;E;Madrid Radio;S;SEu;tj;1;;
8291;0000-2400;;HKG;VRC Marine Rescue Radio;E;FE;m;1;;[0519]
8291;1330-1345;;JMC;Jamaica Coast Guard Wx;E;Car;;1;;
8291;1830-1845;;JMC;Jamaica Coast Guard Wx;E;Car;;1;;
8291.1;0003-0013;;URG;Punta Carretas Radio Wx;S;URG;pc;1;;
8291.1;1403-1413;;URG;Punta Carretas Radio Wx;S;URG;pc;1;;
8291.1;2103-2113;;URG;Punta Carretas Radio Wx;S;URG;pc;1;;
8294;0310-0320;;ARG;L2T Mar del Plata Radio;S;ARG;mp;1;;
8294;1610-1620;;ARG;L2T Mar del Plata Radio;S;ARG;mp;1;;
8294;1740-1750;;ARG;L2W Comodoro Rivadavia;S,E;ARG;cr;1;;
8294;0745-0830;;B;PPO Olinda Radio Fax;;B;re;1;;
8294;1745-1830;;B;PPO Olinda Radio Fax;;B;re;1;;
8294;0000-2400;;USA;CruiseEmail;-CW;SAO;/B-sy;1;;
8294;0205-0215;;VTN;Can Tho Radio;VN;SEA;ct;1;;
8294;1405-1415;;VTN;Can Tho Radio;VN;SEA;ct;1;;[1214]
8294;0035-0045;;VTN;Da Nang Radio XVT;VN;SEA;dn;1;;
8294;1235-1245;;VTN;Da Nang Radio XVT;VN;SEA;dn;1;;[1214]
8294;0005-0030;;VTN;Hai Phong Radio XVG;VN;SEA;hp;1;;
8294;1205-1213;;VTN;Hai Phong Radio XVG;VN;SEA;hp;1;;[0318]
8294;0105-0115;;VTN;Ho Chi Minh City R.XVS;E;SEA;hc;1;;
8294;0905-0907;;VTN;Ho Chi Minh City R.XVS;VN;SEA;hc;1;;[0815]
8294;0907-0911;;VTN;Ho Chi Minh City R.XVS;E;SEA;hc;1;;[0815]
8294;0911-0915;;VTN;Ho Chi Minh City R.XVS;VN;SEA;hc;1;;[0815]
8294;1305-1310;;VTN;Ho Chi Minh City R.XVS;VN;SEA;hc;1;;[1220]
8294;1035-1045;;VTN;Qui Phong Radio;VN;SEA;qp;1;;
8294;2235-2245;;VTN;Qui Phong Radio;VN;SEA;qp;1;;
8297;0303-0335;;NZL;ZLM Taupo Maritime R.;E;Oc;t;1;;
8297;0333-0405;;NZL;ZLM Taupo Maritime R.;E;Oc;t;1;;
8297;0803-0835;;NZL;ZLM Taupo Maritime R.;E;Oc;t;3;;
8297;0903-0935;;NZL;ZLM Taupo Maritime R.;E;Oc;t;3;;[0419]
8297;1503-1535;;NZL;ZLM Taupo Maritime R.;E;Oc;t;1;;
8297;1533-1605;;NZL;ZLM Taupo Maritime R.;E;Oc;t;1;;[1115]
8297;2003-2035;;NZL;ZLM Taupo Maritime R.;E;Oc;t;3;;
8297;2103-2135;;NZL;ZLM Taupo Maritime R.;E;Oc;t;3;;
8300;0000-2400;;SEN;6WW French Navy STANAG;F;WAf;r;1;;
8300;1300-1330;;TWN;Star-Star Bc.Station;M;CHN;y;5;;
8302;0000-2400;;CHN;XSG Shanghai Radio Fax;M;FE;sh;1;;
8305;0615-0620;Tu,Th;POL;F03j Polish Spy Numbers;-TY;;p;1;0103;3004
8305;0615-0620;Tu,Th;POL;F03j Polish Spy Numbers;-TY;;p;1;0109;3110
